Key|Canonical Key|HD Row|BXP|XP/HP|S Abilities|S Basis|S Award Units|E Abilities|E Basis|E Award Units|Adjustment|Appendix E XP|Chosen XP|Status|Decision
rat_giant||up to 1-1|5|1|1|5% disease chance per wound|1|0|none|0|none|7+1/hp|7+1/hp|confirmed|The limited disease chance is one Special and reproduces Appendix E exactly. Use THAC0 21 from the sub-1-HD attack matrix rather than Appendix E's sticky 20.
ray_manta||varies|varies|varies|0|none|0|3|swallow whole; stunning tail; maximum damage 32 with two attacks|3|none|1200+16/hp|(by HD)|summary|Appendix E crosses the 8-HD subtotal with the 11-HD XP/HP rate. Split the 8--11 HD range and apply the same three Exceptional abilities to every form.
ray_manta_8hd|ray_manta|7+1--8|375|10|0|none|0|3|swallow whole; stunning tail; maximum damage 32 with two attacks|3|none|not separately listed|1200+10/hp|derived|Use the literal 8-HD row with the family-consistent three Exceptional abilities.
ray_manta_9hd|ray_manta|8+1--9|600|12|0|none|0|3|swallow whole; stunning tail; maximum damage 32 with two attacks|3|none|not separately listed|1800+12/hp|derived|Use the literal 9-HD row with the family-consistent three Exceptional abilities.
ray_manta_10hd|ray_manta|9+1--10|900|14|0|none|0|3|swallow whole; stunning tail; maximum damage 32 with two attacks|3|none|not separately listed|2700+14/hp|derived|Use the literal 10-HD row with the family-consistent three Exceptional abilities.
ray_manta_11hd|ray_manta|10+1--11|1300|16|0|none|0|3|swallow whole; stunning tail; maximum damage 32 with two attacks|3|none|not separately listed|3850+16/hp|derived|Use the literal 11-HD row with the family-consistent three Exceptional abilities.
ray_pungi||3+1--4|60|4|1|90% concealment|1|1|repeated save-or-die poison spines|5|poison package x5|410+4/hp|410+4/hp|confirmed|Treat the near-perfect concealment as one Special and the potentially numerous lethal spine attacks as a fivefold Exceptional poison award.
ray_sting||1-1--1|10|1|0|none|0|2|90% concealment; paralyzing and damaging poison|2|none|90+1/hp|80+1/hp|corrected|Two Exceptional abilities fit the MM description and produce 80 exactly. Appendix E's subtotal cannot be reproduced sensibly from the 1-HD row.
remorhaz||varies|varies|varies|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|1700+16/hp|(by HD)|summary|Appendix E crosses the 7-HD subtotal with the 11--12-HD XP/HP rate. Split the 7--14 HD range and retain two Special and seven Exceptional award units throughout.
remorhaz_7hd|remorhaz|6+1--7|225|8|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|1700+16/hp|1700+8/hp|corrected|The published subtotal exactly matches this 7-HD allocation, but its XP/HP rate comes from the 11--12-HD row.
remorhaz_8hd|remorhaz|7+1--8|375|10|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|2650+10/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 8-HD row.
remorhaz_9hd|remorhaz|8+1--9|600|12|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|4000+12/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 9-HD row.
remorhaz_10hd|remorhaz|9+1--10|900|14|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|6000+14/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 10-HD row.
remorhaz_11hd|remorhaz|10+1--11|1300|16|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|8650+16/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 11-HD row.
remorhaz_12hd|remorhaz|11+1--12|1300|16|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|8650+16/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 12-HD row.
remorhaz_13hd|remorhaz|12+1--14|1800|18|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|12100+18/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 13-HD row.
remorhaz_14hd|remorhaz|12+1--14|1800|18|2|AC 0; weapon-melting back|2|4|maximum damage 36; swallow whole; magic resistance; back heat 10--100|7|back heat x4|not separately listed|12100+18/hp|derived|Apply the family-consistent two Special and seven Exceptional award units to the literal 14-HD row.
rhinoceros||varies|varies|varies|1|charge and trample|1|0|none|0|none|900+12/hp|(by HD)|summary|Split the one-horned 8-HD and two-horned 9-HD forms described in the MM. Their charge and associated trampling form one Special package throughout the family.
rhinoceros_8hd|rhinoceros|7+1--8|375|10|1|charge and trample|1|0|none|0|none|not separately listed|550+10/hp|derived|Use the one-horned form's literal 8-HD row and one Special for its charge and associated trampling.
rhinoceros_9hd|rhinoceros|8+1--9|600|12|1|charge and trample|1|0|none|0|none|900+12/hp|900+12/hp|confirmed|The two-horned 9-HD form reproduces the grouped Appendix E value exactly with one Special for charge and trampling.
rhinoceros_woolly||9+1--10|900|14|1|charge and trample|1|0|none|0|none|1350+14/hp|1350+14/hp|confirmed|The woolly form conforms to its modern relatives and reproduces Appendix E exactly with the same one-Special charge and trampling package.
roc||17--18+|3000|25|0|none|0|1|maximum damage 36 with two talon attacks|1|none|5000+25/hp|5000+25/hp|confirmed|The talon routine can inflict 36 points with two attacks, exceeding the p. 85 threshold of 30 and reproducing Appendix E exactly.
roper||varies|varies|varies|3|AC 0; six attacking strands; disguise|3|2|weakness; magic resistance|2|none|2750+16/hp|(by HD)|summary|Appendix E's subtotal cannot be reproduced from either applicable HD row. Split the 10--12 HD range and account for every explicit combat ability without separately awarding Intelligence.
roper_10hd|roper|9+1--10|900|14|3|AC 0; six attacking strands; disguise|3|2|weakness; magic resistance|2|none|2750+16/hp|3450+14/hp|corrected|Use the literal 10-HD row and include both clearly described Exceptional defenses; Appendix E has both a malformed subtotal and the wrong XP/HP rate for this form.
roper_11hd|roper|10+1--11|1300|16|3|AC 0; six attacking strands; disguise|3|2|weakness; magic resistance|2|none|not separately listed|5100+16/hp|derived|Apply the family-consistent three Special and two Exceptional abilities to the literal 11-HD row.
roper_12hd|roper|11+1--12|1300|16|3|AC 0; six attacking strands; disguise|3|2|weakness; magic resistance|2|none|not separately listed|5100+16/hp|derived|Apply the family-consistent three Special and two Exceptional abilities to the literal 12-HD row.
rot_grub||up to 1-1|5|1|0|none|0|1|burrowing infestation kills in 1--3 turns|1|none|nil|30+1/hp|corrected|Treat the rapidly lethal burrowing infestation as one Exceptional ability. A creature with no conventional attack can still earn XP for a reliable lethal hazard, as with Green Slime and Ear Seeker.
rust_monster||4+1--5|90|5|1|extraordinary rusting package|5|0|none|0|rusting package x5|185+4/hp|290+5/hp|corrected|Appendix E exactly reflects five Special award units on the wrong 4-HD row. Preserve that deliberate weighting for the antenna attacks and retaliatory weapon corrosion while correcting both components to the actual 5-HD row.
sahuagin||varies|varies|varies|varies|combat role, cleric spells and leader damage multipliers|varies|varies|king maximum damage and higher-level cleric spell use|varies|none|varies|(by role)|summary|Split the family into every explicitly described role. Use the later Appendix E leader statistics, the MM cleric levels and the p. 85 ability categories for each specific form.
sahuagin_hatchling|sahuagin|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived|The MM explicitly gives hatchlings 1 HD. No separate combat ability award is supported.
sahuagin_female|sahuagin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived|The MM explicitly gives females 2 HD. Preserve the ordinary base award without speculating that females share the male mutation chance.
sahuagin_standard|sahuagin|2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Appendix E treats the ordinary 2+2-HD sahuagin's weapons, senses and optional unarmed routine as unawarded baseline traits.
sahuagin_mutant|sahuagin|2+1--3|35|3|1|four-armed multiattack package|1|0|none|0|none|50+3/hp|50+3/hp|confirmed|The four-armed mutant's two weapon attacks or five-to-seven natural attacks reproduce Appendix E with one Special.
sahuagin_guard|sahuagin|3+1--4|60|4|1|enhanced leader combat package|1|0|none|0|none|85+4/hp|85+4/hp|confirmed|Preserve Appendix E's deliberate one-Special allocation for the grouped guard and lieutenant role even though the MM does not say every such leader is a mutant.
sahuagin_lieutenant|sahuagin_guard|3+1--4|60|4|1|enhanced leader combat package|1|0|none|0|none|85+4/hp|85+4/hp|derived/alias|The MM separately names lieutenants while Appendix E groups them with guards; retain a useful identical alias.
sahuagin_chieftain|sahuagin|4+1--5|90|5|1|enhanced leader combat package|1|0|none|0|none|130+5/hp|130+5/hp|confirmed|The later Appendix E supplies the otherwise-missing 4+4-HD leader statistics and a deliberate one-Special subtotal.
sahuagin_baron|sahuagin|6+1--7|225|8|1|enhanced leader combat package|1|0|none|0|none|350+8/hp|350+8/hp|confirmed|The later Appendix E supplies the baron's AC, Intelligence and one-Special subtotal for the MM's 6+6-HD role.
sahuagin_noble|sahuagin_baron|6+1--7|225|8|1|enhanced leader combat package|1|0|none|0|none|350+8/hp|350+8/hp|derived/alias|Appendix E labels the role baron/noble, so retain noble as an identical useful alias.
sahuagin_prince|sahuagin|8+1--9|600|12|1|four-armed double-damage combat package|1|0|none|0|none|600+12/hp|900+12/hp|corrected|The MM explicitly makes every prince four-armed and Appendix E adds double damage. Treat the related enhanced combat as one Special; its maximum damage does not exceed the applicable threshold.
sahuagin_king|sahuagin|9+1--10+|900|14|1|four-armed triple-damage combat package|1|1|maximum damage 60 with seven attacks|1|none|1350+14/hp|1950+14/hp|corrected|The published one-Special subtotal recognizes enhanced combat but omits the p. 85 Exceptional award: triple damage raises the seven-attack natural routine's maximum from 20 to 60, exceeding 42.
sahuagin_cleric_3rd|sahuagin|3+1--4|60|4|1|minor spell use|1|0|none|0|none|variable|85+4/hp|derived|The p. 85 footnote evaluates a 3rd-level character in the n+1 HD category. The MM explicitly supports 3rd-level lesser clerics; their minor spell use is Special.
sahuagin_cleric_4th|sahuagin|4+1--5|90|5|1|minor spell use|1|0|none|0|none|variable|130+5/hp|derived|The p. 85 footnote evaluates a 4th-level character in the n+1 HD category. The MM explicitly supports 4th-level lesser clerics; their minor spell use is Special.
sahuagin_cleric_5th|sahuagin|5+1--6|150|6|0|none|0|1|cleric spell use|1|none|variable|275+6/hp|derived|The p. 85 footnote evaluates a 5th-level character in the n+1 HD category. The MM explicitly supports 5th-level clerics; their broader spell use is Exceptional.
sahuagin_cleric_6th|sahuagin|6+1--7|225|8|0|none|0|1|cleric spell use|1|none|variable|400+8/hp|derived|The p. 85 footnote evaluates a 6th-level character in the n+1 HD category. The MM explicitly supports 6th-level clerics; their spell use is Exceptional.
sahuagin_cleric_7th|sahuagin|7+1--8|375|10|0|none|0|1|cleric spell use|1|none|variable|650+10/hp|derived|The p. 85 footnote evaluates a 7th-level character in the n+1 HD category. The MM explicitly supports 7th-level clerics; their spell use is Exceptional.
sahuagin_cleric_8th|sahuagin|8+1--9|600|12|0|none|0|1|cleric spell use|1|none|variable|1000+12/hp|derived|The p. 85 footnote evaluates an 8th-level character in the n+1 HD category. The MM explicitly supports 8th-level clerics; their spell use is Exceptional.
sahuagin_cleric_9th|sahuagin|9+1--10+|900|14|0|none|0|1|cleric spell use|1|none|variable|1500+14/hp|derived|The p. 85 footnote evaluates a 9th-level character in the n+1 HD category. The MM explicitly supports the king's 9th-level high priestess; her spell use is Exceptional.
sahuagin_high_priestess|sahuagin_cleric_9th|9+1--10+|900|14|0|none|0|1|cleric spell use|1|none|variable|1500+14/hp|derived/alias|The MM names the king's 9th-level cleric as a high priestess, so retain an identical useful alias.
salamander||7+1--8|375|10|1|+1 or better weapon to hit|1|1|fire and limited spell immunity package|1|none|825+10/hp|825+10/hp|confirmed|The heated weapon and tail routine reaches 30 maximum damage with two attacks, not greater than 30. One Special defense and one Exceptional immunity package reproduce Appendix E exactly.
satyr||4+1--5|90|5|1|surprised only on a 1|1|2|90% undetectable; magic resistance|2|none|280+5/hp|280+5/hp|confirmed|The MM's defensive traits map cleanly to one Special and two Exceptional abilities, reproducing Appendix E for a non-piper.
satyr_piper|satyr|4+1--5|90|5|1|surprised only on a 1|1|3|90% undetectable; magic resistance; magic pipes|6|magic pipes x4|580+5/hp|580+5/hp|confirmed|Appendix E explicitly adds 300 XP for a piper. Preserve that as four Exceptional award units for the pipe's charm, sleep and fear package, in addition to the satyr's two defensive Exceptional awards.
scorpion_giant||5+1--6|150|6|0|none|0|1|save-or-die poison sting|4|poison x4|650+6/hp|650+6/hp|confirmed|Appendix E deliberately weights the lethal sting at four Exceptional award units. The three-attack routine's maximum of 24 does not cross the greater-than-36 threshold.
sea_hag||2+1--3|35|3|1|ranged gaze delivery|1|3|weakness; death gaze; magic resistance|10|death gaze x8|600+3/hp|600+3/hp|confirmed|Following the Catoblepas precedent, the ranged gaze earns one Special. Weakness and magic resistance earn one Exceptional unit each, while the otherwise weak monster's three-times-daily save-or-die gaze receives the extraordinary x8 weighting permitted by p. 85.
sea_horse_giant||varies|varies|varies|0|none|0|0|none|0|middle-form summary|20+4/hp|35+3/hp|corrected/variable|Appendix E crosses the 2-HD base with the 4-HD per-hit-point rate. The generic key represents the middle 3-HD form; keyed variants use each actual HD row.
sea_horse_giant_2hd|sea_horse_giant|1+1--2|20|2|0|none|0|0|none|0|none|not listed separately|20+2/hp|derived|Uses the literal 2-HD row and the corresponding 1--4 damage.
sea_horse_giant_3hd|sea_horse_giant|2+1--3|35|3|0|none|0|0|none|0|none|not listed separately|35+3/hp|derived|Uses the literal 3-HD row and the corresponding 2--5 damage; this is the representative middle form.
sea_horse_giant_4hd|sea_horse_giant|3+1--4|60|4|0|none|0|0|none|0|none|not listed separately|60+4/hp|derived|Uses the literal 4-HD row and the corresponding 2--8 damage.
sea_lion||5+1--6|150|6|0|none|0|0|none|0|none|150+6/hp|150+6/hp|confirmed|No qualifying abilities; its three-attack routine has a maximum of 24 damage and does not cross the greater-than-36 threshold.
shadow||3+1--4|60|4|3|+1 or better weapon to hit; sleep, charm and hold immunity; cold immunity|3|2|Strength drain; 90% undetectable|2|none|255+4/hp|265+4/hp|corrected/override|Appendix E's subtotal is exactly three Exceptional awards but omits the MM's spell and cold immunities and conflicts with p. 85's treatment of a magic-weapon requirement. Classify the three discrete defenses as Special, Strength drain as Exceptional weakness, and near-invisibility as Exceptional consistently with Satyr and Giant Portuguese Man-O-War.
shambling_mound||varies|varies|varies|5|AC 0; fire immunity; cold resistance; weapon resistance; crushing resistance|5|2|suffocation; lightning absorption and growth|2|lowest-form summary|1800+10/hp|1800+10/hp|confirmed/variable|Appendix E's subtotal is the literal 8-HD calculation with five Special and two Exceptional awards. Preserve that ability allocation across keyed 8--11 HD forms.
shambling_mound_8hd|shambling_mound|7+1--8|375|10|5|AC 0; fire immunity; cold resistance; weapon resistance; crushing resistance|5|2|suffocation; lightning absorption and growth|2|none|group listing 1800+10/hp|1800+10/hp|confirmed|The MM's five defensive advantages and two extraordinary attack or absorption abilities reproduce Appendix E exactly at 8 HD.
shambling_mound_9hd|shambling_mound|8+1--9|600|12|5|AC 0; fire immunity; cold resistance; weapon resistance; crushing resistance|5|2|suffocation; lightning absorption and growth|2|none|not listed separately|2900+12/hp|derived|Apply the confirmed family allocation to the literal 9-HD row.
shambling_mound_10hd|shambling_mound|9+1--10+|900|14|5|AC 0; fire immunity; cold resistance; weapon resistance; crushing resistance|5|2|suffocation; lightning absorption and growth|2|none|not listed separately|4350+14/hp|derived|Apply the confirmed family allocation to the literal 10-HD row.
shambling_mound_11hd|shambling_mound|11--12+|1300|16|5|AC 0; fire immunity; cold resistance; weapon resistance; crushing resistance|5|2|suffocation; lightning absorption and growth|2|none|not listed separately|6500+16/hp|derived|Apply the confirmed family allocation to the literal 11-HD row.
shark||varies|varies|varies|0|none|0|0|none|0|middle-form summary|variable|150+6/hp|derived/variable|Appendix E declines a fixed award. The generic key represents the 6-HD form; keyed variants use each actual HD row and the MM's corresponding damage band.
shark_3hd|shark|2+1--3|35|3|0|none|0|0|none|0|none|variable|35+3/hp|derived|Uses the literal 3-HD row and the 2--5 damage band.
shark_4hd|shark|3+1--4|60|4|0|none|0|0|none|0|none|variable|60+4/hp|derived|Uses the literal 4-HD row and the 2--5 damage band.
shark_5hd|shark|4+1--5|90|5|0|none|0|0|none|0|none|variable|90+5/hp|derived|Uses the literal 5-HD row and the 2--8 damage band.
shark_6hd|shark|5+1--6|150|6|0|none|0|0|none|0|none|variable|150+6/hp|derived|Uses the literal 6-HD row and the 2--8 damage band; this is the representative middle form.
shark_7hd|shark|6+1--7|225|8|0|none|0|0|none|0|none|variable|225+8/hp|derived|Uses the literal 7-HD row and the 3--12 damage band.
shark_8hd|shark|7+1--8|375|10|0|none|0|0|none|0|none|variable|375+10/hp|derived|Uses the literal 8-HD row and the 3--12 damage band.
shark_giant||varies|varies|varies|0|none|0|1|swallow whole|1|upper-middle summary|variable|3000+18/hp|derived/variable|Appendix E declines a fixed award. The generic key represents the 13-HD form; keyed variants apply one Exceptional award for swallowing whole to each actual HD row.
shark_giant_10hd|shark_giant|9+1--10+|900|14|0|none|0|1|swallow whole|1|none|variable|1500+14/hp|derived|Uses the literal 10-HD row with one Exceptional award for swallowing whole.
shark_giant_11hd|shark_giant|11--12+|1300|16|0|none|0|1|swallow whole|1|none|variable|2150+16/hp|derived|Uses the literal 11-HD row with one Exceptional award for swallowing whole.
shark_giant_12hd|shark_giant|11--12+|1300|16|0|none|0|1|swallow whole|1|none|variable|2150+16/hp|derived|Uses the literal 12-HD row with one Exceptional award for swallowing whole.
shark_giant_13hd|shark_giant|13--14+|1800|18|0|none|0|1|swallow whole|1|none|variable|3000+18/hp|derived|Uses the literal 13-HD row with one Exceptional award for swallowing whole; this is the representative upper-middle form.
shark_giant_14hd|shark_giant|13--14+|1800|18|0|none|0|1|swallow whole|1|none|variable|3000+18/hp|derived|A maximum of exactly 24 damage does not exceed the p. 85 greater-than-24 single-attack threshold, so only swallowing whole earns an Exceptional award.
shark_giant_15hd|shark_giant|15--16+|2400|20|0|none|0|1|swallow whole|1|none|variable|4000+20/hp|derived|A maximum of exactly 24 damage does not exceed the p. 85 greater-than-24 single-attack threshold, so only swallowing whole earns an Exceptional award.
shedu||9+1--10+|900|14|2|etherealness and planar mobility; protection from evil aura|2|2|psionics; magic resistance|2|none|1950+14/hp|3000+14/hp|corrected/override|Appendix E compresses the MM's combat abilities into one Special and one Exceptional award. Count at-will ethereal mobility and the protective aura as Specials, and broad 9th-level psionics and 25% magic resistance as Exceptionals. Exceptional Intelligence, languages and limited telepathy earn no separate award because the description does not establish an additional combat advantage.
shrieker||2+1--3|35|3|0|none|0|0|none|0|none|5+1/hp|35+3/hp|corrected/override|The MM and Appendix E both specify 3 HD, and p. 85 provides no rule for reducing a harmless monster to the lowest XP row. Use the literal 3-HD base and rate, while preserving Appendix E's apparent decision that its indirect wandering-monster alarm earns no ability award.
skeleton||1-1--1|10|1|1|physical and spell-defense package|1|0|none|0|none|14+1/hp|14+1/hp|confirmed|Appendix E's single Special award covers the skeleton's half damage from sharp or edged weapons together with its sleep, charm, hold and cold immunity package. Holy water is a vulnerability, not an awardable ability.
skunk_giant||4+1--5|90|5|0|none|0|1|blinding, nauseating and repellent musk package|1|none|165+5/hp|165+5/hp|confirmed|Treat the single musk discharge and its related blindness, nausea and flight effects as one Exceptional package, reproducing Appendix E exactly.
slithering_tracker||4+1--5|90|5|1|fluid infiltration and stalking form|1|2|paralysis and plasma drain; 95% undetectable|2|none|280+5/hp|280+5/hp|confirmed|Its semi-fluid ability to penetrate tiny openings and stalk inaccessible sleeping prey earns one Special. Group paralysis with the ensuing fatal plasma drain as one Exceptional attack package, and treat near-invisibility as the second Exceptional consistently with other 90% or better concealment.
slug_giant||11--12+|1300|16|2|acid missile discharge; immunity to blunt weapons|2|0|none|0|none|2000+16/hp|2700+16/hp|corrected/override|Appendix E counts only one Special despite listing two abilities that p. 85 expressly classifies as Special: missile discharge and a special weapon defense. Count both cumulatively; neither the 1--12 damage nor the acid effect crosses an Exceptional threshold.
snake_amphisbaena||5+1--6|150|6|1|cold immunity|1|2|poisonous bite from each independently attacking head|2|none|475+6/hp|475+6/hp|confirmed|One Special for cold immunity and one Exceptional poison award for each independently attacking venomous head reproduce Appendix E exactly.
snake_constrictor||6+1--7|225|8|1|continuing constriction|1|0|none|0|none|225+8/hp|350+8/hp|corrected/override|Appendix E lists continuing constriction but awards only the base value. Count the recurring crush as one Special, as p. 85 expressly directs for crush attacks.
snake_poisonous||4+1--5|90|5|0|none|0|1|poison inflicting 3--18 even on a successful save|4|poison x4|390+5/hp|390+5/hp|confirmed|Appendix E deliberately weights this unusually damaging poison at four Exceptional award units.
snake_sea||varies|varies|varies|1|vessel constriction|1|1|poisonous bite|1|middle-form summary|1000+12/hp|1300+12/hp|corrected/variable|Appendix E's middle-form value counts poison but omits the separately qualifying crush attack. The generic key represents the 9-HD form; keyed variants apply one Special and one Exceptional award to each actual HD row.
snake_sea_8hd|snake_sea|7+1--8|375|10|1|vessel constriction|1|1|poisonous bite|1|none|not listed separately|825+10/hp|derived|Apply one Special for constriction and one Exceptional for poison to the literal 8-HD row.
snake_sea_9hd|snake_sea|8+1--9|600|12|1|vessel constriction|1|1|poisonous bite|1|none|group listing 1000+12/hp|1300+12/hp|corrected|Appendix E's per-hit-point rate identifies the representative 9-HD form; add the omitted Special for constriction.
snake_sea_10hd|snake_sea|9+1--10+|900|14|1|vessel constriction|1|1|poisonous bite|1|none|not listed separately|1950+14/hp|derived|Apply one Special for constriction and one Exceptional for poison to the literal 10-HD row.
snake_spitting||4+1--5|90|5|1|poison missile discharge|1|1|poisonous bite and spittle|4|poison x4|390+5/hp|430+5/hp|corrected/override|Preserve Appendix E's four-unit weighting for the poison package, but add the separately qualifying Special for delivering it as a missile at up to 3 inches, as p. 85 expressly directs.
spectre||7+1--8|375|10|4|+1 or better weapon to hit; sleep, charm and hold immunity; cold immunity; poison and paralysis immunity|4|1|two-level energy drain|2|energy drain x2|1650+10/hp|1625+10/hp|corrected/override|Use the same discrete defensive classifications established for Shadow: the magic-weapon requirement and three immunity packages are Specials. Award one Exceptional unit for each level drained. The natural 4S+2E calculation is only 25 below Appendix E's irreproducible classification; creation of a half-strength spectre remains part of the drain package, and High Intelligence has no separately described combat use.
sphinx_andro||11--12+|1300|16|2|AC -2; first roar's wide-area fear|2|3|6th-level cleric spell use; second roar's paralysis and deafness; third roar's weakness, stunning and damage|3|none|2850+16/hp|5250+16/hp|corrected/override|Appendix E's one Special and one Exceptional naturally cover AC and spell use but omit the three-stage roar. Count fear as Special following the established dragon and devil precedent, and count the later paralysis and weakness/stunning stages as separate Exceptionals. Exceptional Intelligence has no separately described tactical use, and the two-claw maximum of 24 does not exceed the two-attack threshold.
sphinx_crio||9+1--10+|900|14|1|AC 0|1|0|none|0|none|1350+14/hp|1350+14/hp|confirmed|AC 0 supplies the one Special award. Its three-attack maximum of 34 does not exceed the greater-than-36 threshold.
sphinx_gyno||7+1--8|375|10|2|AC -1; minor detection and divination spell package|2|2|major dispelling, curse and lore magic; symbol suite|3|symbol suite x2|1550+10/hp|1550+10/hp|confirmed|AC -1 and the primarily minor detection/divination spells earn two Specials. The major spell package earns one Exceptional unit and the broad symbol suite earns two, reproducing Appendix E without automatically awarding Genius Intelligence.
sphinx_hieraco||8+1--9|600|12|0|none|0|0|none|0|none|600+12/hp|600+12/hp|confirmed|No qualifying special ability; its three-attack maximum of 26 does not exceed the greater-than-36 threshold.
spider_giant||4+1--5|90|5|0|none|0|2|web entrapment; save-or-die poison|3|poison x2|315+5/hp|315+5/hp|confirmed|Treat the web-spell-strength trap as one Exceptional attack package and preserve Appendix E's two-unit weighting for the lethal poison, reproducing the published subtotal.
spider_huge||2+1--3|35|3|1|surprise on 1--5|1|1|poison|1|none|145+3/hp|105+3/hp|corrected/override|Classify the explicit 5-in-6 surprise as Special following Giant Lynx and Giant Owl, and the weakened +1-save poison as one Exceptional. Appendix E instead prices both as Exceptional; the CSV's 146 was an additional one-point typo.
spider_large||1+1--2|20|2|0|none|0|1|weakened poison with +2 save|1|none|65+2/hp|65+2/hp|confirmed|The single Exceptional poison award reproduces Appendix E. Its poison is weaker than the Huge Spider's and receives no multiplier.
spider_phase||5+1--6|150|6|1|tactical phasing for attack delivery and escape|1|3|web entrapment; near-total out-of-phase immunity; poison with -2 save|4|poison x2|700+6/hp|725+6/hp|corrected/override|Treat the phase transition as a Special delivery and escape mechanism, web-spell-strength entrapment and near-total immunity as Exceptionals, and preserve a two-unit weighting for the unusually strong poison. This natural 1S+4E allocation is 25 points above Appendix E's forced 4S+2E classification. Correct Appendix E's THAC0 15 to 13 because 5+5 attacks in the 6--7+ HD column under the p. 75 note.
spider_water_giant||3+1--4|60|4|0|none|0|1|poisonous bite|2|poison x2|190+4/hp|190+4/hp|confirmed|Appendix E deliberately weights the lethal poison at two Exceptional award units; underwater movement and its air nest add no separate combat award.
sprite||1-1--1|10|1|0|none|0|2|sleep arrows; at-will invisibility and stealth package|2|none|80+1/hp|80+1/hp|confirmed|Sleep arrows and the invisibility, concealment and silent-movement package supply two Exceptional awards. Treat the +4 invisible attack bonus as part of that same delivery package, consistently with Pixie, and award neither Very Intelligence nor detect alignment separately.
squid_giant||11--12+|1300|16|3|nine attacks; continuing constriction and pinning; ink-cloud defense|3|1|maximum damage 68 with nine attacks|1|none|2000+16/hp|4250+16/hp|corrected/override|Appendix E counts only one Special. Count the nine-attack routine, recurring crush and pinning package, and conditional ink-cloud escape separately; the full routine's maximum of 68 exceeds the greater-than-42 all-combinations threshold and earns one Exceptional. Severable tentacles and AC 3 on the shell receive no award.
stag||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|No qualifying abilities; neither alternative attack routine crosses its applicable maximum-damage threshold.
stag_giant||4+1--5|90|5|0|none|0|0|none|0|none|90+5/hp|90+5/hp|confirmed|No qualifying abilities; neither alternative attack routine crosses its applicable maximum-damage threshold.
stirge||1+1--2|20|2|2|attacks as a 4-HD monster; continuing blood drain|2|0|none|0|none|36+2/hp|36+2/hp|confirmed|Its elevated attack matrix and recurring blood drain each earn one Special, reproducing Appendix E exactly.
strangle_weed||varies|varies|varies|1|entangling constriction|1|0|none|0|middle-form summary|35+3/hp|50+3/hp|corrected/variable|Appendix E uses the middle 3-HD base but omits the explicitly qualifying constriction Special. The generic key represents that 3-HD form; keyed variants use each actual HD row.
strangle_weed_2hd|strangle_weed|1+1--2|20|2|1|entangling constriction|1|0|none|0|none|not listed separately|28+2/hp|derived|Apply one Special for constriction to the literal 2-HD row.
strangle_weed_3hd|strangle_weed|2+1--3|35|3|1|entangling constriction|1|0|none|0|none|group listing 35+3/hp|50+3/hp|corrected|The published value is the 3-HD base only; add the omitted Special for constriction.
strangle_weed_4hd|strangle_weed|3+1--4|60|4|1|entangling constriction|1|0|none|0|none|not listed separately|85+4/hp|derived|Apply one Special for constriction to the literal 4-HD row.
su_monster||5+1--6|150|6|2|five attacks; immunity to psionic attacks|2|2|reactive psionic attack; conditional maximum damage 48 with five attacks|2|none|225+6/hp|550+6/hp|corrected/override|Appendix E counts only one Special despite the MM's psionic attack and immunity. Treat the specific immunity as Special, the once-daily reactive psionic attack as Exceptional, and the explicitly doubled family-defense damage as raising the five-attack maximum from 24 to 48, above p. 85's greater-than-42 threshold. Preserve one row because these are inherent triggered capabilities, not different creature forms.
