Key|Singular|Plural|Category|THACO|AC|MV|HD|#AT|Damage (long)|Damage (short)|SA|SD|MR|Special|Size|Int|Alignment|Psionic|Attack/Defense Modes|Frequency|No. Appearing|% in Lair|Treasure Type|Level|XP
mimic_intelligent_8hd|8-HD Intelligent Mimic||Mimic|12|7|3"|8|1|3--12|3--12|Glue, surprise|Camouflage|Standard|Glue, surprise; Camouflage|L|Average|Neutral|Nil|Nil|Rare|1|Nil|Nil|VI|1000\+10/hp
mimic_killer_9hd|9-HD Killer Mimic||Mimic|12|7|3"|9|1|3--12|3--12|Glue, surprise|Camouflage|Standard|Glue, surprise; Camouflage|L|Semi-|Neutral|Nil|Nil|Rare|1|Nil|Nil|VII|1300\+12/hp
mimic_killer_10hd|10-HD Killer Mimic||Mimic|10|7|3"|10|1|3--12|3--12|Glue, surprise|Camouflage|Standard|Glue, surprise; Camouflage|L|Semi-|Neutral|Nil|Nil|Rare|1|Nil|Nil|VII|1950\+14/hp
mind_flayer|Mind Flayer|||12|5|12"|8+4|4|2\?2\?2\?2|4\x2|Mind blast; tentacles kill in 1--4 rounds|Nil|90\%|Mind blast, psionics, brain extraction; MR 90\%|M|Genius|Lawful Evil|241--340|W, F, G, H|Rare|1--4|50\%|B, S, T, X|VIII|2800\+12/hp
minotaur|Minotaur|||13|6|12"|6+3|2|2--8 or 1--4\?By weapon type|2--8 or 1--4\?By weapon type|Nil|Surprised only on a 1|Standard|Surprised only on a 1; Tracks by scent with 50\% accuracy|L|Low|Chaotic Evil|Nil|Nil|Rare|1--8|20\%|C|V|350\+8/hp
mold_brown|Brown Mold||Mold|-|9|0"|-|0|0|0|Freezing|Affected only by magical cold|See below|Drains heat; Grows from heat; Affected only by magical cold|S to L|Non-|Neutral|Nil|Nil|Very rare|1 patch|Nil|Nil|Nil|nil
mold_yellow|Yellow Mold||Mold|-|9|0"|-|1|1--8|1--8|Poison spores|Affected only by fire|See below|Poison spores; Affected only by fire; Intelligent colonies use psionics|S to L|Non- (see below)|Neutral|Nil (see below)|Nil (see below)|Uncommon|1 patch|Nil|Nil|Nil|nil
morkoth|Morkoth|||13|3|18"|7|1|1--10|1--10|Hypnosis, charm|Spell reflection|See below|Hypnosis, charm; Spell reflection|M|Exceptional|Chaotic Evil|Nil|Nil|Very rare|1|100\%|G|VII|1050\+8/hp
morlock|Morlock||Morkoth|13|3|18"|7|1|1--10|1--10|Hypnosis, charm|Spell reflection|See below|Hypnosis, charm; Spell reflection|M|Exceptional|Chaotic Evil|Nil|Nil|Very rare|1|100\%|G|VII|1050\+8/hp
mule|Mule|||16|7|12"|3|1 or 2|1--2/1--6|1--2/1--6|Nil|Nil|Standard||L|Semi-|Neutral|Nil|Nil|Common|1|Nil|Nil|II|35\+3/hp
mummy|Mummy|Mummies||13|3|6"|6+3|1|1--12|1--12|Fear, paralysis, disease|Magic weapons to hit; Half damage; Immunities|See below|Fear (paralysis); Mummy rot; Magic weapons to hit; Half damage; Immune to sleep, charm, hold, cold, poison, and paralysis|M|Low|Lawful Evil|Nil|Nil|Rare|2--8|80\%|D|VII|1150\+8/hp
naga_guardian|Guardian Naga||Naga|10\?9|3|15"|11--12|2|1--6\?2--8|1--6\?2--8|Poison bite and spit, spell use|Nil|Standard|Poison bite/spit, spell use|L (20' long)|Exceptional|Lawful Good|Nil|Nil|Very rare|1--2|75\%|H|VIII|3700\+16/hp
naga_guardian_11hd|Guardian Naga||Naga|10|3|15"|11|2|1--6\?2--8|1--6\?2--8|Poison bite and spit, spell use|Nil|Standard|Poison bite/spit, spell use|L (20' long)|Exceptional|Lawful Good|Nil|Nil|Very rare|1--2|75\%|H|VIII|3700\+16/hp
naga_guardian_12hd|Guardian Naga||Naga|9|3|15"|12|2|1--6\?2--8|1--6\?2--8|Poison bite and spit, spell use|Nil|Standard|Poison bite/spit, spell use|L (20' long)|Exceptional|Lawful Good|Nil|Nil|Very rare|1--2|75\%|H|VIII|3700\+16/hp
naga_spirit|Spirit Naga||Naga|12\?10|4|12"|9--10|1|1--3|1--3|Poison bite, permanent charm gaze, spell use|Nil|Standard|Poison bite, permanent charm gaze, spell use|L (15' long)|High|Chaotic Evil|Nil|Nil|Rare|1--3|60\%|B, T, X|VII|(by HD)
naga_spirit_9hd|Spirit Naga||Naga|12|4|12"|9|1|1--3|1--3|Poison bite, permanent charm gaze, spell use|Nil|Standard|Poison bite, permanent charm gaze, spell use|L (15' long)|High|Chaotic Evil|Nil|Nil|Rare|1--3|60\%|B, T, X|VII|1800\+12/hp
naga_spirit_10hd|Spirit Naga||Naga|10|4|12"|10|1|1--3|1--3|Poison bite, permanent charm gaze, spell use|Nil|Standard|Poison bite, permanent charm gaze, spell use|L (15' long)|High|Chaotic Evil|Nil|Nil|Rare|1--3|60\%|B, T, X|VII|2700\+14/hp
naga_water|Water Naga||Naga|13\?12|5|9"//18"|7--8|1|1--4|1--4|Poison bite, spell use|Nil|Standard|Poison bite, spell use|M (10' long)|Very|Neutral|Nil|Nil|Uncommon|1--4|45\%|D|VII|(by HD)
naga_water_7hd|Water Naga||Naga|13|5|9"//18"|7|1|1--4|1--4|Poison bite, spell use|Nil|Standard|Poison bite, spell use|M (10' long)|Very|Neutral|Nil|Nil|Uncommon|1--4|45\%|D|VII|700\+8/hp
naga_water_8hd|Water Naga||Naga|12|5|9"//18"|8|1|1--4|1--4|Poison bite, spell use|Nil|Standard|Poison bite, spell use|M (10' long)|Very|Neutral|Nil|Nil|Uncommon|1--4|45\%|D|VII|1100\+10/hp
neo_otyugh|Neo-Otyugh|||12\?10\?9|0|6"|9--12|3|2--12\?2--12\?1--3|2--12\x2\?1--3|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|L (up to 8' diameter)|Average-very|Neutral|Nil|Nil|Rare|1|Nil|See below|VII--VIII|(by HD)
neo_otyugh_9hd|Neo-Otyugh|||12|0|6"|9|3|2--12\?2--12\?1--3|2--12\x2\?1--3|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|L (up to 8' diameter)|Average-very|Neutral|Nil|Nil|Rare|1|Nil|See below|VII|1600\+12/hp
neo_otyugh_10hd|Neo-Otyugh|||10|0|6"|10|3|2--12\?2--12\?1--3|2--12\x2\?1--3|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|L (up to 8' diameter)|Average-very|Neutral|Nil|Nil|Rare|1|Nil|See below|VII|2400\+14/hp
neo_otyugh_11hd|Neo-Otyugh|||10|0|6"|11|3|2--12\?2--12\?1--3|2--12\x2\?1--3|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|L (up to 8' diameter)|Average-very|Neutral|Nil|Nil|Rare|1|Nil|See below|VIII|3550\+16/hp
neo_otyugh_12hd|Neo-Otyugh|||9|0|6"|12|3|2--12\?2--12\?1--3|2--12\x2\?1--3|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|L (up to 8' diameter)|Average-very|Neutral|Nil|Nil|Rare|1|Nil|See below|VIII|3550\+16/hp
night_hag|Night Hag|||12|9|9"|8|1|2--12|2--12|Sleep, dream riding, spell use, gating|Iron, silver or +3 weapons to hit; Immunities; Periapt (+2 saves)|65\%|Sleep and Constitution drain; Spell use and gating; Weapon immunity and spell immunities; MR 65\%; Periapt (+2 saves)|M|Exceptional|Neutral Evil|Nil|Nil|Very rare|1|Nil|Nil|VII|2450\+10/hp
nightmare|Nightmare|||13|-4|15"/36"|6+6|3|2--8\?4--10\?4--10|2--8\?4--10\x2|Nil|Smoke cloud; Ethereal and astral travel|Standard|Smoke cloud (-2 to hit and damage); Ethereal and astral travel|L|High|Neutral Evil|Nil|Nil|Very rare|1|Nil|Nil|VI|725\+8/hp
nixie|Nixie|Nixies||21|7|6"//12"|\half|1|By weapon type|By weapon type|Group charm, summon fish|Nil|25\%|Group charm, summon fish; MR 25\%, fire/light aversion|S (4' tall)|Very|Neutral|Nil|Nil|Rare|20--80|95\%|C, Q|II|57\+1/hp
nymph|Nymph|||--|9|12"|3|0|Nil|Nil|Permanent blindness or death, spell use|Dimension door|50\%|Sight causes permanent blindness or death, spell use; Dimension door, MR 50\%|M|Exceptional|Neutral Good|Nil|Nil|Very rare|1--4|100\%|Q (\x10), X|V|270\+3/hp
ochre_jelly|Ochre Jelly|Ochre Jellies||13|8|3"|6|1|3--12|3--12|Nil|Lightning divides it|Standard|Lightning divides it; Flows through small spaces and along walls or ceilings|M|Non-|Neutral|Nil|Nil|Uncommon|1--3|Nil|Nil|III|225\+6/hp
octopus_giant|Giant Octopus|||12|7|3"//12"|8|7|1--4\x6\?2--12|1--4\x6\?2--12|Constriction and limb pinning|Tentacles have 8 hp each; Ink cloud and camouflage|Standard|Constriction and limb pinning; Severable tentacles, ink cloud and camouflage|L|Animal|Neutral Evil|Nil|Nil|Rare|1--3|70\%|R|VI|725\+10/hp
ogre|Ogre|||15|5|9"|4+1|1|1--10 or by weapon|1--10|Nil|Nil|Standard||L (9'+ tall)|Low|Chaotic Evil|Nil|Nil|Common|2--20|20\%|Individuals M (\x10); Q, B, S in lair|III|90\+5/hp
ogre_leader|Ogre Leader|||13|4|9"|7 (30--33 hp)|1|2--12 or by weapon|2--12|Nil|Nil|Standard||L (9'+ tall)|Low|Chaotic Evil|Nil|Nil|Common|2--20|20\%|Individuals M (\x10); Q, B, S in lair|IV|225\+8/hp
ogre_chieftain|Ogre Chieftain|||13|3|9"|7 (34--37 hp)|1|4--14 or by weapon|4--14|Nil|Nil|Standard||L (9'+ tall)|Low|Chaotic Evil|Nil|Nil|Common|2--20|20\%|Individuals M (\x10); Q, B, S in lair|IV|225\+8/hp
ogre_female|Ogre Female|||15|5|9"|4+1 (6 max per)|1|2--8 or by weapon|2--8|Nil|Nil|Standard||L (9'+ tall)|Low|Chaotic Evil|Nil|Nil|Common|2--20|20\%|Individuals M (\x10); Q, B, S in lair|III|90\+5/hp
ogre_child|Ogre Child|Ogre Children||20|6|9"|1-1|1|1--6 or by weapon|1--6|Nil|Nil|Standard||M|Low|Chaotic Evil|Nil|Nil|Common|2--20|20\%|Individuals M (\x10); Q, B, S in lair|I|10\+1/hp
ogre_mage|Ogre Mage|Ogre Magi||15|4|9"/15"|5+2|1|1--12|1--12|Magic and spell use|Regeneration|Standard|Fly, invisibility, darkness, polymorph, charm, sleep, gaseous form and cone of cold; Regeneration|L (10\half' tall)|Average to exceptional|Lawful Evil|Nil|Nil|Very rare|1--6|35\%|G (magic), R, S|VI|900\+6/hp
ogre_mage_chieftain|Ogre Mage Chieftain|Ogre Mage Chieftains||12|4|9"/15"|5+12|1|3--14|3--14|Magic and spell use; Attacks as 9 HD|Regeneration; Saves as 9 HD|Standard|Fly, invisibility, darkness, polymorph, charm, sleep, gaseous form and cone of cold; Regeneration; Attacks and saves as 9 HD|L (10\half' tall)|Average to exceptional|Lawful Evil|Nil|Nil|Very rare|1|35\%|G (magic), R, S|VI|975\+6/hp
orc|Orc|||19|6|9"|1|1|1--8 or by weapon|1--8|Nil|Nil|Standard||M (6'+ tall)|Average-low|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|10\+1/hp
orc_leader|Orc Leader|||19|6|9"|1 (8 hp)|1|1--8 or by weapon|1--8|Nil|Nil|Standard||M (6'+ tall)|Average-low|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|10\+1/hp
orc_assistant|Orc Assistant|||19|6|9"|1 (8 hp)|1|1--8 or by weapon|1--8|Nil|Nil|Standard||M (6'+ tall)|Average-low|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|10\+1/hp
orc_subchief|Orc Subchief|||16|4|9"|11 hp|1|2--7 or by weapon|2--7|Nil|Nil|Standard|Attacks as 2 HD|M (6'+ tall)|Average|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|20\+2/hp
orc_guard|Orc Guard|||16|4|9"|11 hp|1|2--7 or by weapon|2--7|Nil|Nil|Standard|Attacks as 2 HD|M (6'+ tall)|Average|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|20\+2/hp
orc_chief|Orc Chief|||16|4|9"|13--16 hp|1|2--8 or by weapon|2--8|Nil|Nil|Standard|Attacks as 3 HD|M (6'+ tall)|Average-high|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|20\+2/hp
orc_bodyguard|Orc Bodyguard|||16|4|9"|13--16 hp|1|2--8 or by weapon|2--8|Nil|Nil|Standard|Attacks as 3 HD|M (6'+ tall)|Average-high|Lawful Evil|Nil|Nil|Common|30--300|35\%|Individuals L; C, O, Q (\x10), S in lair|I|20\+2/hp
otter_giant|Giant Otter|||15|5|9"//18"|5|1|3--18|3--18|Nil|Nil|Standard||L|Semi-|Neutral|Nil|Nil|Rare|2--5|10\%|Nil|III|90\+5/hp
otyugh|Otyugh|Otyughs||13\?12|3|6"|6--8|3|1--8\?1--8\?2--5|1--8\x2\?2--5|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|M--L|Low-average|Neutral|Nil|Nil|Uncommon|1 (2)|Nil|See below|V--VI|(by HD)
otyugh_6hd|Otyugh|Otyughs||13|3|6"|6|3|1--8\?1--8\?2--5|1--8\x2\?2--5|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|M--L|Low-average|Neutral|Nil|Nil|Uncommon|1 (2)|Nil|See below|V|350\+6/hp
otyugh_7hd|Otyugh|Otyughs||13|3|6"|7|3|1--8\?1--8\?2--5|1--8\x2\?2--5|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|M--L|Low-average|Neutral|Nil|Nil|Uncommon|1 (2)|Nil|See below|VI|525\+8/hp
otyugh_8hd|Otyugh|Otyughs||12|3|6"|8|3|1--8\?1--8\?2--5|1--8\x2\?2--5|Disease|Never surprised|Standard|Disease; Never surprised; Semi-telepathy|M--L|Low-average|Neutral|Nil|Nil|Uncommon|1 (2)|Nil|See below|VI|825\+10/hp
owl_giant|Giant Owl|||15|6|3"/18"|4|3|2--8\?2--8\?2--5|2--8\x2\?2--5|Surprises on 1--5|Nil|Standard|Surprises on 1--5|M|Very|Neutral|Nil|Nil|Rare|2--5|5\%|Q(\x5), X|III|85\+4/hp
owlbear|Owlbear|Owlbears||15|5|12"|5+2|3|1--6\?1--6\?2--12 (\+2--16 hug)|1--6\x2\?2--12 (\+2--16)|Hug (2--16) with paw hit of 18|Nil|Standard|Hug (2--16) with paw hit of 18|L (8' tall)|Low|Neutral|Nil|Nil|Rare|2--5|30\%|C|IV|225\+6/hp
pegasus|Pegasus|Pegasi||15|6|24"/48"|4|3|1--8\?1--8\?1--3|1--8\x2\?1--3|Nil|Nil|Standard||L|Average|Chaotic Good|Nil|Nil|Very rare|1--10|15\%|Nil|III|60\+4/hp
peryton|Peryton|Perytons||15|7|12"/21"|4|1|4--16|4--16|+2 to hit|+1 or better weapon to hit|Standard|+2 to hit; +1 weapon to hit|M|Average|Chaotic Evil|Nil|Nil|Rare|2--8|10\%|B|III|110\+4/hp
piercer|Piercer|||19--15|3|1"|1--4|1|1--6, 2--12, 3--18 or 4--24|(by size)|95\% likely to surprise|Nil|Standard|95\% chance to surprise|S to M|Non-|Neutral|Nil|Nil|Uncommon|3--18|Nil|Nil|I--III|(by size)
piercer_1hd|Piercer|||19|3|1"|1|1|1--6|1--6|95\% likely to surprise|Nil|Standard|95\% chance to surprise|S|Non-|Neutral|Nil|Nil|Uncommon|3--18|Nil|Nil|I|14\+1/hp
piercer_2hd|Piercer|||16|3|1"|2|1|2--12|2--12|95\% likely to surprise|Nil|Standard|95\% chance to surprise|S|Non-|Neutral|Nil|Nil|Uncommon|3--18|Nil|Nil|II|28\+2/hp
piercer_3hd|Piercer|||16|3|1"|3|1|3--18|3--18|95\% likely to surprise|Nil|Standard|95\% chance to surprise|M|Non-|Neutral|Nil|Nil|Uncommon|3--18|Nil|Nil|II|50\+3/hp
piercer_4hd|Piercer|||15|3|1"|4|1|4--24|4--24|95\% likely to surprise|Nil|Standard|95\% chance to surprise|M|Non-|Neutral|Nil|Nil|Uncommon|3--18|Nil|Nil|III|85\+4/hp
pike_giant|Giant Pike|||15|5|36"|4|1|4--16|4--16|Surprises on 1--4|Nil|Standard|Surprises on 1--4|L (9'--14' long)|Non-|Neutral|Nil|Nil|Rare|1--8|Nil|Nil|III|85\+4/hp
pixie|Pixie|Pixies||21|5|6"/12"|1--4 hp|1|By weapon type|By weapon|+4 to hit with arrows; Sleep and memory-loss arrows; Spell use|Invisible; -4 on opponents' to-hit dice|25\%|Invisibility; +4 to hit and special arrows; Spell use; MR 25\%|S (2\half' tall)|Exceptional|Neutral|Nil|Nil|Very rare|5--20|5\%|R, S, T, X|III|105\+1/hp
porcupine_giant|Giant Porcupine|||13|5|6"|6|1|2--8|2--8|Shoots 1--8 quills (1--4 each)|Melee attackers suffer 1--4 quill hits (1--4 each)|Standard|Shoots quills; Defensive quills|L|Animal|Neutral|Nil|Nil|Uncommon|1--2|Nil|Nil|V|350\+6/hp
portuguese_man_o_war_giant|Giant Portuguese Man-O-War|||19\?16\?15|9|1"|1--4|1|1--10|1--10|Paralyzing poison; Victim drawn up and devoured in 3--12 turns|Transparent (90\% undetectable)|Standard|Paralyzing poison; Transparent (90\% undetectable)|S to L|Non-|Neutral|Nil|Nil|Uncommon|1--10|0\%|Nil|III--IV|(by HD)
portuguese_man_o_war_giant_1hd|Giant Portuguese Man-O-War|||19|9|1"|1|1|1--10|1--10|Paralyzing poison; Victim drawn up and devoured in 3--12 turns|Transparent (90\% undetectable)|Standard|Paralyzing poison; Transparent (90\% undetectable)|S|Non-|Neutral|Nil|Nil|Uncommon|1--10|0\%|Nil|III|80\+1/hp
portuguese_man_o_war_giant_2hd|Giant Portuguese Man-O-War|||16|9|1"|2|1|1--10|1--10|Paralyzing poison; Victim drawn up and devoured in 3--12 turns|Transparent (90\% undetectable)|Standard|Paralyzing poison; Transparent (90\% undetectable)|M|Non-|Neutral|Nil|Nil|Uncommon|1--10|0\%|Nil|III|110\+2/hp
portuguese_man_o_war_giant_3hd|Giant Portuguese Man-O-War|||16|9|1"|3|1|1--10|1--10|Paralyzing poison; Victim drawn up and devoured in 3--12 turns|Transparent (90\% undetectable)|Standard|Paralyzing poison; Transparent (90\% undetectable)|L|Non-|Neutral|Nil|Nil|Uncommon|1--10|0\%|Nil|III|145\+3/hp
portuguese_man_o_war_giant_4hd|Giant Portuguese Man-O-War|||15|9|1"|4|1|1--10|1--10|Paralyzing poison; Victim drawn up and devoured in 3--12 turns|Transparent (90\% undetectable)|Standard|Paralyzing poison; Transparent (90\% undetectable)|L|Non-|Neutral|Nil|Nil|Uncommon|1--10|0\%|Nil|IV|190\+4/hp
pseudo_dragon|Pseudo-Dragon|Pseudo-Dragons||16|2|6"/24"|2|1|1--3|1--3|Poison sting (+4 to hit; catalepsy for 1--6 days, 25\% death); Sees invisible|Chameleon power (80\% undetectable)|35\%|Poison sting; Sees invisible; Chameleon power; MR 35\%; Limited telepathy|S (1\half' long)|Average|Neutral (good)|Nil|Nil|Very rare|1|5\%|Q (\x10)|IV|200\+2/hp
quasit|Quasit|||16|2|15"|3|3|1--2\?1--2\?1--4|1--2/1--2/1--4|Claw hits drain 1 Dexterity (save vs. poison negates); Polymorph; Detect good and magic; Invisible; Fear blast 1/day|Regenerates 1 hp/round; Hit only by magic or cold iron weapons; Immune to cold, fire, and lightning; Saves as 7 HD|25\%|Dexterity drain; Spell-like abilities; Regeneration; Magic or cold iron weapons to hit; MR 25\% and enhanced saves; Elemental immunities|S|Low|Chaotic Evil|Nil|Nil|Very rare|1|0\%|Q (\x3)|IV|325\+3/hp
purple_worm|Purple Worm|Purple Worms||8|6|9"|15|1 and 1|2--24\?2--8|2--24\?2--8|Swallows whole; Poison sting (save or die)|Nil|Standard|Swallows whole; Poison sting|L (50' long)|Non-|Neutral|Nil|Nil|Rare|1--2|30\%|B, Q (\x5), X|IX|5600\+20/hp
mottled_worm|Mottled Worm|Mottled Worms|Purple Worm|8|6|9"|15|1 and 1|2--24\?2--8|2--24\?2--8|Swallows whole; Poison sting (save or die)|Nil|Standard|Swallows whole; Poison sting|L (50' long)|Non-|Neutral|Nil|Nil|Rare|1--2|30\%|B, Q (\x5), X|IX|5600\+20/hp
rakshasa|Rakshasa|||13|-4|15"|7|3|1--3\?1--3\?2--5|2\x1--3\?2--5|ESP, illusion, and spell use|Immune to spells below 8th level; Non-magical weapons cannot harm; +1 or +2 weapons do half damage; Blessed crossbow bolts kill|Special|ESP and illusion; Spell use; Spell immunity below 8th level; Weapon immunity and resistance|M|Very|Lawful Evil|Nil|Nil|Very rare to rare|1--4|25\%|F|VI|925\+8/hp
ram_giant|Giant Ram|||15|6|15"|4|1|2--12|2--12|Charge (4--24)|Nil|Standard|Charge (4--24)|L (6' at shoulder)|Animal|Neutral|Nil|Nil|Rare|2--8|Nil|Nil|III|85\+4/hp
rat_giant|Giant Rat|||21|7|12"//6"|\half|1|1--3|1--3|Disease, +5\% chance per wound|Nil|Standard|Disease, +5\% chance per wound|S|Semi-|Neutral Evil|Nil|Nil|Common|5--50|10\%|C|I|7\+1/hp
ray_manta|Manta Ray||Ray|12\?10|6|18"|8--11|1 and 1|3--12\?2--20|3--12\?2--20|Swallows whole; Tail strike stuns 2--8 rounds|Nil|Standard|Swallows whole; Stunning tail; Maximum damage 32 with two attacks|L (32'--44' across)|Non-|Neutral|Nil|Nil|Uncommon|1|0\%|J--N (\x10), O (\x5), X|VII--VIII|(by HD)
ray_manta_8hd|Manta Ray||Ray|12|6|18"|8|1 and 1|3--12\?2--20|3--12\?2--20|Swallows whole; Tail strike stuns 2--8 rounds|Nil|Standard|Swallows whole; Stunning tail; Maximum damage 32 with two attacks|L (32'--44' across)|Non-|Neutral|Nil|Nil|Uncommon|1|0\%|J--N (\x10), O (\x5), X|VII|1200\+10/hp
ray_manta_9hd|Manta Ray||Ray|12|6|18"|9|1 and 1|3--12\?2--20|3--12\?2--20|Swallows whole; Tail strike stuns 2--8 rounds|Nil|Standard|Swallows whole; Stunning tail; Maximum damage 32 with two attacks|L (32'--44' across)|Non-|Neutral|Nil|Nil|Uncommon|1|0\%|J--N (\x10), O (\x5), X|VII|1800\+12/hp
ray_manta_10hd|Manta Ray||Ray|10|6|18"|10|1 and 1|3--12\?2--20|3--12\?2--20|Swallows whole; Tail strike stuns 2--8 rounds|Nil|Standard|Swallows whole; Stunning tail; Maximum damage 32 with two attacks|L (32'--44' across)|Non-|Neutral|Nil|Nil|Uncommon|1|0\%|J--N (\x10), O (\x5), X|VII|2700\+14/hp
ray_manta_11hd|Manta Ray||Ray|10|6|18"|11|1 and 1|3--12\?2--20|3--12\?2--20|Swallows whole; Tail strike stuns 2--8 rounds|Nil|Standard|Swallows whole; Stunning tail; Maximum damage 32 with two attacks|L (32'--44' across)|Non-|Neutral|Nil|Nil|Uncommon|1|0\%|J--N (\x10), O (\x5), X|VIII|3850\+16/hp
ray_pungi|Pungi Ray||Ray|15|7|12"|4|1--12|1--4 each|1--4 each|Poison spines (save or die)|90\% indistinguishable from seaweed|Standard|Save-or-die poison spines; 90\% concealment|L (15' across, 6' long)|Non-|Neutral|Nil|Nil|Rare|1--3|0\%|Nil|V|410\+4/hp
ray_sting|Sting Ray||Ray|19|7|9"|1|1|1--3|1--3|Paralyzing poison (5--20 turns and 5--20 damage)|90\% invisible under sand|Standard|Paralyzing and damaging poison; 90\% concealment|S|Non-|Neutral|Nil|Nil|Common|1--3|0\%|Nil|III|80\+1/hp
remorhaz|Remorhaz|||13\?12\?10\?9\?8|0\,(2,4)|12"|7--14|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (21'--42' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|VII--X|(by HD)
remorhaz_7hd|Remorhaz|||13|0\,(2,4)|12"|7|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (21' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|VII|1700\+8/hp
remorhaz_8hd|Remorhaz|||12|0\,(2,4)|12"|8|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (24' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|VII|2650\+10/hp
remorhaz_9hd|Remorhaz|||12|0\,(2,4)|12"|9|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (27' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|VIII|4000\+12/hp
remorhaz_10hd|Remorhaz|||10|0\,(2,4)|12"|10|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (30' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|IX|6000\+14/hp
remorhaz_11hd|Remorhaz|||10|0\,(2,4)|12"|11|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (33' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|IX|8650\+16/hp
remorhaz_12hd|Remorhaz|||9|0\,(2,4)|12"|12|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (36' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|IX|8650\+16/hp
remorhaz_13hd|Remorhaz|||8|0\,(2,4)|12"|13|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (39' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|X|12100\+18/hp
remorhaz_14hd|Remorhaz|||8|0\,(2,4)|12"|14|1|6--36|6--36|Swallows whole on natural 20|Non-magical weapons striking back melt; Back contact inflicts 10--100 damage|75\%|Swallows whole; Maximum damage 36; Weapon-melting back; Back heat 10--100; MR 75\%|L (42' long)|Animal|Neutral|Nil|Nil|Very rare|1|20\%|F|X|12100\+18/hp
rhinoceros|Rhinoceros|Rhinoceroses||12|6|12"|8--9|1|2--8 or 2--12|2--8 or 2--12|Charge/trample (double normal damage; trample 2--8 per forefoot)|Nil|Standard|Charge and trample|L|Animal|Neutral|Nil|Nil|Common|1--6|Nil|Nil|VI|(by HD)
rhinoceros_8hd|One-Horned Rhinoceros||Rhinoceros|12|6|12"|8|1|2--8|2--8|Charge (4--16); Trample (2--8 per forefoot)|Nil|Standard|Charge and trample|L|Animal|Neutral|Nil|Nil|Common|1--6|Nil|Nil|VI|550\+10/hp
rhinoceros_9hd|Two-Horned Rhinoceros||Rhinoceros|12|6|12"|9|1|2--12|2--12|Charge (4--24); Trample (2--8 per forefoot)|Nil|Standard|Charge and trample|L|Animal|Neutral|Nil|Nil|Common|1--6|Nil|Nil|VI|900\+12/hp
